ID,ENTRYTYPE,author,title,year,journal,booktitle,doi,url,abstract,pages
10.1145/3582700,proceedings,,AHs '23: Proceedings of the Augmented Humans International Conference 2023,2023,,,,,,
10.1145/3565698,proceedings,,Chinese CHI '22: Proceedings of the Tenth International Symposium of Chinese CHI,2022,,,,,,
10.1145/3672758,proceedings,,"CAICE '24: Proceedings of the 3rd International Conference on Computer, Artificial Intelligence and Control Engineering",2024,,,,,,
10.1145/3587889,proceedings,,ICIEAEU '23: Proceedings of the 2023 10th International Conference on Industrial Engineering and Applications,2023,,,,,,
10.1145/3746469,proceedings,,EDCS '25: Proceedings of the 2nd Guangdong-Hong Kong-Macao Greater Bay Area Education Digitalization and Computer Science International Conference,2025,,,,,,
10.1145/3597512.3600210,inproceedings,"O'Donovan, Cian and Caleb-Solly, Praminda and Kumar, Praveen and Russell, Siabhainn and Sumpter, Linda and Williams, Robin",Empowering future care workforces: scoping human capabilities to leverage assistive robotics,2023,,Proceedings of the First International Symposium on Trustworthy Autonomous Systems,10.1145/3597512.3600210,https://doi.org/10.1145/3597512.3600210,"How and what health and care professionals do will be changed by the use of robotics technologies in their workplaces. This paper reports provisional results of a 12-month scoping project in which we explained to people working in care sectors what emerging robotics and autonomous systems (RAS) in health and social care look like at present and how they are designed to work. With participants such as nurses, physiotherapists and occupational therapists we explored how RAS might develop in ways that empower professionals and are safe, trustworthy, legal and ethical. Our research shows a diversity of tasks are valued by professionals and a range of human capabilities are required throughout care organisations in order to support them. Our findings have implications for how health and care professionals and operators might develop training programmes that best align the use of emerging RAS with practices of care, and how robotics systems might be responsibly designed to meet the needs of diverse professionals and service users. Today’s professionals told us that in the future they will want to continue doing what they signed up for. Responsible robotics research will ensure that technology enables and empowers them to do this as needed.",
10.1145/3701571,proceedings,,MUM '24: Proceedings of the International Conference on Mobile and Ubiquitous Multimedia,2024,,,,,,
10.1145/3706598.3714123,inproceedings,"Garrett, Rachael and Brundell, Patrick and Castle-Green, Simon and Hawkins, Kat and Tennent, Paul and Zhou, Feng and Lampinen, Airi and H\""{o}\""{o}k, Kristina and Benford, Steve",Friction in Processual Ethics: Reconfiguring Ethical Relations in Interdisciplinary Research,2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3714123,https://doi.org/10.1145/3706598.3714123,"Friction – disagreement and breakdown – is an omnipresent aspect of conducting interdisciplinary research yet is rarely presented in formal research reporting. We analyse a performance-led research process where professional dancers with different disabilities explored how to improvise with an industrial robot, with the support of an interdisciplinary team of human-computer and human-robot interaction researchers. We focus on one site of friction in our research process; how to dance – safely – with robots? By presenting our research process, we exemplify the different ways in which we encountered this friction and how we reconfigured the research process around it. We contribute five ways in which we arrived at a generative ethical outcome, which may be helpful in productively engaging with friction in interdisciplinary collaboration.",
10.1145/3756423,proceedings,,ICAISM '25: Proceedings of the 2025 International Conference on Artificial Intelligence and Smart Manufacturing,2025,,,,,,
10.1145/3706598.3713632,inproceedings,"Garrett, Rachael and Hawkins, Kat and Brundell, Patrick and Castle-Green, Simon and Tennent, Paul and Zhou, Feng and Lampinen, Airi and H\""{o}\""{o}k, Kristina and Benford, Steve",In the Moment of Glitch: Engaging with Misalignments in Ethical Practice,2025,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713632,https://doi.org/10.1145/3706598.3713632,"Glitches – moments when technologies do not work as desired – will become increasingly common as industrially-designed robots move into complex contexts. Taking glitches to be potential sites of critical ethical reflection, we examine a glitch that occurred in the context of a collaborative research project where professional dancers with different disabilities improvised with a robotic arm. Through a first-person account, we analyse how the dancer, the robot, and the rest of the research team enacted ethics in the moment of glitch. Through this analysis, we discovered a deep and implicit ethical misalignment wherein our enactments of ethics in response to the glitch did not align with the values of the project. This prompted a critical re-engagement with our research process through which we forged a dialogue between different ethical perspectives that acted as an invitation to bring us back into ethical alignment with the project’s values.",
10.1145/3679409,proceedings,,ISCER '24: Proceedings of the 2024 3rd International Symposium on Control Engineering and Robotics,2024,,,,,,
10.1145/3617023,proceedings,,WebMedia '23: Proceedings of the 29th Brazilian Symposium on Multimedia and the Web,2023,,,,,,
10.1145/3582580,proceedings,,ICETM '22: Proceedings of the 2022 5th International Conference on Education Technology Management,2022,,,,,,
10.5555/3709347,proceedings,,AAMAS '25: Proceedings of the 24th International Conference on Autonomous Agents and Multiagent Systems,2025,,,,,"Welcome to AAMAS-2025, the 24th edition of the International Conference on Autonomous Agents and Multiagent Systems!AAMAS is the largest and most influential conference in the area of agents and multiagent systems, bringing together researchers and practitioners in all areas of agent technology and providing an internationally renowned high-profile forum for publishing and learning about the latest developments in the field. AAMAS is the flagship conference of the non-profit International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS).We are happy that the 2025 edition of AAMAS will be coming to Detroit, MI. Previous editions were held in Bologna (2002), Melbourne (2003), New York (2004), Utrecht (2005), Hakodate (2006), Honolulu (2007), Estoril (2008), Budapest (2009), Toronto (2010), Taipei (2011), Valencia (2012), Saint Paul (2013), Paris (2014), Istanbul (2015), Singapore (2016), S\~{a}o Paulo (2017), Stockholm (2018), Montr\'{e}al (2019), Auckland/online (2020), London/online (2021), Auckland/online (2022), London (2023), and Auckland (2024).The main track of the conference includes peer-reviewed technical papers describing significant and original research on all aspects of the theory and practice of autonomous agents and multiagent systems, divided into the following areas of interest:Learning and Adaptation (LEARN)Game Theory and Economic Paradigms (GTEP)Coordination, Organizations, Institutions, Norms, and Ethics (COINE)Search, Optimization, Planning, and Scheduling (SOPS)Representation, Perception, and Reasoning (RPR)Engineering and Analysis of Multiagent Systems (EMAS)Modeling and Simulation of Societies (SIM)Human-Agent Interaction (HAI)Robotics and Control (ROBOT)Innovative Applications (IA)As in previous years, we worked with a three-tier program committee, consisting of 29 area chairs, 147 senior program committee members, and over 600 regular program committee members. Their work was supported by a substantial number of auxiliary reviewers. When composing the committee, we followed the tradition of AAMAS of not having anyone serve in a senior programme committee or area chair role for more than two years in a row, and we were pleased to see that many senior colleagues accepted our invitation to serve as regular programme committee members.For the main track, we received a total of 1361 abstract submissions. Some didn't materialize while a number of others were desk-rejected (mostly due to anonymity violations and similar infringements of the rules laid down in the Call for Papers). The program committee then reviewed the remaining 1021 submissions. Almost all submissions received at least three reviews, as well as a meta-review summarizing the assessment of the program committee. Authors had the opportunity to respond to initial versions of their reviews during a rebuttal phase, and the rebuttal phase additional gave the authors and reviewers an opportunity to engage in further discussion.",
